-616.1118,106.301445,21.917538,66.197426,29.92866,13.141871,-8.46805,5.5592203,0.7232664,-3.5162053,-21.592201,11.902277,-18.241245,-2.0589356,4.472495,-0.28528854,-0.409437,4.756,-3.2823584,4.6767397,-4.6405945,5.0621386,-2.3477726,0.38635027
-512.7287,71.39703,-25.454977,71.76902,34.980095,-7.4875402,-3.4027169,9.750526,-34.75834,12.145976,-22.899925,-18.340256,-1.9457155,-7.8549075,-21.051199,9.30015,-14.293743,-5.4164305,-5.5921226,-4.7318287,-3.6675665,2.3678503,-8.437847,2.4993093
-450.51645,82.694214,-14.974385,45.614685,18.855764,-4.3482437,1.9818918,8.4670515,-40.31036,16.067602,-26.824549,-5.202957,2.107628,-26.352215,-7.978022,8.535584,-18.493534,-8.432466,-2.6207697,-6.48301,-3.8237875,2.1563349,-4.80617,-3.5738237
-500.3009,16.191927,5.2662477,32.513615,11.381765,12.505021,-16.226233,1.7285204,-15.880701,6.4336762,-16.611109,-0.017428232,-18.736418,-9.98911,-10.83142,0.18913025,-7.629223,-3.9718797,-2.5417008,-1.5512005,-4.2087235,8.045365,-10.413245,-6.9218054
-627.54895,38.28472,40.160847,30.40984,-1.9185013,31.52975,-19.707743,10.049555,-11.683086,6.0386014,-11.367481,4.640533,-7.2617173,6.520813,2.253576,3.3942766,-5.742535,12.501682,-9.304893,2.2821586,-3.535203,2.7768338,-8.916009,7.269195
-603.0339,129.04701,-22.827215,49.085194,16.4523,-0.9996894,-0.053028505,3.1526172,-15.635781,0.069586754,-14.241157,-5.912445,-11.943687,-0.08543917,-12.237044,-11.423599,2.372688,-13.024265,-1.8456492,-9.852662,-7.909514,-5.125095,-0.7750314,-2.3351421
-677.65295,149.06232,-9.417782,67.92784,-1.168735,15.492062,-0.34207118,-0.39128163,0.93081564,16.959715,-11.720162,9.664707,-5.8004947,7.579816,7.6129565,1.2264221,-1.990802,7.9619336,-4.141971,-1.4335384,-0.98119146,-0.48998824,-3.671662,5.182955
-341.7282,103.74653,-36.184437,61.941868,-16.222704,13.577444,-9.60345,4.5336885,1.0693123,-9.527402,-12.786922,-8.20123,-17.338932,2.4310956,-10.087129,-6.01925,-3.345812,-6.7158794,-4.8177805,-14.88258,-6.631573,-5.923005,-4.074682,2.764494
-554.23413,98.20062,18.658577,35.63807,5.4583516,-13.219527,-0.6621211,-1.8176244,-17.0303,-13.171459,-6.503699,7.4697304,-23.333485,12.903301,-8.133296,-15.251881,4.592734,-10.088881,-9.268193,-5.197289,-12.676343,-2.8469756,-10.409304,-3.6679752
-240.42973,112.63281,-47.26909,56.794903,-18.462389,0.7560856,-10.211864,-13.99745,-9.241988,-2.7230263,-9.527115,1.676323,-14.807906,-5.4854274,-3.3784318,-10.757144,-4.580016,-10.127238,-7.2938046,-2.091358,-6.520752,1.6372167,-8.637715,6.5881834
-563.57825,149.10919,-40.703285,19.664164,0.6255046,1.2698188,9.415504,-6.13047,-10.11229,-7.203714,-14.20578,-2.2885973,-14.911273,2.4847028,-7.191978,-10.192507,1.8117849,-7.0549803,-3.453885,-12.796435,-5.2552247,-1.9634738,-5.8890953,1.462643
-330.73822,144.70401,-46.156696,54.415348,-9.478493,16.379776,-14.062421,1.2354133,4.2059927,-4.3718014,-3.7756572,4.2811866,-4.0245647,0.101699084,8.160147,0.47255507,1.5610524,0.18886012,-1.6326697,-6.282295,3.8249278,-1.7429478,-4.1382737,5.660572
-402.76892,153.41397,8.651367,29.796125,-6.472229,7.1472807,-8.423001,0.48643103,-5.940515,-10.312044,-9.742372,-9.054241,-1.1774157,2.863981,5.9092574,-1.8080016,4.221097,-7.3142705,-5.3348036,-5.241918,-5.3516526,-3.0185502,-6.129495,2.1204267
-534.2885,76.72809,-3.11052,86.376465,-20.457792,-17.656662,11.240318,-8.687173,-26.248966,-3.7838154,-4.735871,3.1252735,-16.834435,15.15015,-11.329563,-11.049159,8.564078,-16.256153,2.3592296,-10.580252,-11.507105,-2.7688472,-11.999511,-3.6602073
-563.35754,117.473305,-5.0604625,74.252,24.642397,-3.4808593,-20.558306,12.863508,0.02183207,-9.727705,-25.578629,21.10059,-17.72063,-0.8403479,7.1631675,0.86993086,1.2190278,-3.5876079,3.537833,-1.7878473,-8.277307,1.5936489,-9.917372,5.391858
-605.2292,129.3929,14.992305,18.690823,-22.635132,-0.3864291,-11.377338,-9.09296,-9.11877,-14.438786,-10.979526,1.888309,-17.069147,11.472654,-13.287045,-6.4092655,3.5267076,-8.653467,-5.417906,-14.028273,-10.757281,-6.3628807,-1.3652258,14.376458
-636.3284,114.66648,17.453802,67.419945,16.064894,22.811565,-2.1519341,7.2648973,-4.0698266,3.3268373,-19.264828,12.328787,-8.581474,0.37540528,10.747922,3.3782554,-3.826311,10.406191,3.2950077,-0.34687507,-2.1354148,2.7904437,-5.101182,2.224932
-476.86435,63.988087,-11.104939,43.847023,5.700106,11.823354,-4.4603662,7.742764,-33.854137,6.6777267,-24.60986,-1.1357658,0.2805869,-17.683939,-10.254184,13.55378,-17.455616,-4.268219,-6.8392553,-2.573702,-5.360556,4.0485926,-3.86062,-10.8231125
-512.15326,62.99778,-5.3941116,41.641453,18.640951,14.003365,1.0076964,11.378356,-41.501522,12.590438,-23.954962,-2.4156861,0.13182849,-23.86594,-14.641167,13.9758625,-15.707481,-12.314444,-4.7561545,-3.2304568,-10.797993,4.402934,-2.39361,-0.22860043
-412.9719,91.743835,-43.66943,12.095938,2.5889485,-22.448378,-2.4498234,-10.019151,-24.098225,16.721678,-14.629737,4.955807,-4.6047006,-16.615477,-3.642058,-0.5259456,-14.9160185,-7.1600394,-6.168414,2.3742683,-10.712729,9.738614,-10.116801,-4.790513
-501.68765,70.666725,-5.906366,40.918236,13.9138565,16.699541,4.0451617,5.481279,-38.75373,8.4913645,-20.945684,-3.414985,1.5930128,-21.404736,-21.718756,16.937174,-11.106271,-4.724595,-6.594821,0.64626926,-8.183743,1.8544693,-3.0807395,-7.5785384
-562.7426,145.58295,-35.562527,26.698542,-12.870035,5.9969716,-8.676807,5.2665186,-5.7786255,-6.822912,-9.897711,3.4232826,-23.045494,0.93332636,-0.27110577,-10.838795,-0.25145528,-3.653723,-0.9688734,-8.140412,-2.383067,-4.0161953,-0.93052346,-7.967801
-618.3038,143.92694,26.3752,1.1683165,-17.553297,-4.287368,-0.17120098,-8.988197,-13.026634,-0.9587255,-12.092677,2.763109,-11.142437,3.0495691,-6.3842983,-7.7709227,5.4892273,-2.3495646,-9.405199,-4.4543514,-4.5078654,-5.67877,-7.445329,-8.967257
-503.45224,100.7253,-42.70038,81.16141,28.720127,-35.569633,1.0319909,-2.8371801,-32.236755,18.137686,-30.228342,1.3284711,4.8557277,-13.423124,-12.606646,2.391109,-11.594028,-11.439834,-9.822579,-1.3260999,-3.8579645,-1.3827431,-6.0790873,-7.2457423
-637.2109,135.52621,28.911203,59.285976,16.285551,19.503126,-4.535594,8.113263,-9.699726,0.7241112,-17.80895,3.672157,-8.722184,-4.4828615,13.977129,-3.23709,0.18828768,3.287121,4.602697,-6.0513506,0.16242205,0.37346062,-3.5053113,2.9335926
-308.8907,106.75215,-23.292542,41.001297,-9.706108,15.828778,-24.647459,-1.0593517,-8.02085,-4.2025533,-12.2230625,-4.7547398,-6.23539,1.8313731,-16.027073,-6.7252593,-3.3692799,-3.1428962,-7.254723,-10.244738,-0.10248464,-6.504163,-4.9722204,2.1979415
-512.7382,100.41296,-39.28076,80.73093,30.467476,-33.159054,0.80660003,1.0621988,-30.408207,18.172203,-26.0352,-1.5506442,5.8880386,-16.627687,-7.7088,0.34381196,-15.6793165,-6.9778123,-10.31762,-0.09613253,-4.022447,-5.8407993,-6.921606,-7.312405
-723.9146,156.24838,7.0602894,25.740334,-22.442043,12.44231,2.497036,14.949712,-6.2111645,10.6004505,-2.5419588,14.268139,1.0024617,10.932751,-1.3116192,0.84960175,-2.1959083,4.1478977,0.8109599,-0.3639301,-3.1430464,5.264747,-2.4536307,5.091402
-550.9753,111.19519,-33.91751,49.267735,9.858143,-3.843982,11.86716,2.6159408,-6.5331635,-7.3703933,-16.259085,-1.9853307,-21.88854,4.863476,-16.694641,-13.653843,0.013865634,-13.468278,-4.289993,-6.041603,-3.798155,-1.3411174,-1.0655344,-7.6042786
-523.78674,98.91147,8.25147,19.018253,-8.930976,-13.756922,-1.8029611,13.898603,-29.654114,11.594123,-21.965826,-2.3338375,-8.601688,-22.04081,-5.314617,6.400884,1.4349371,-20.711777,8.762226,1.744133,-12.07258,2.2624984,-9.023094,4.442227
-462.16617,87.802025,-20.104385,39.426186,17.446793,0.24551842,-0.21914454,5.5904202,-42.38316,15.441154,-25.648298,-1.4394128,6.4153013,-22.824741,-5.236889,10.066138,-20.495329,-4.017747,-10.130434,-5.937577,-6.227498,0.35910448,-1.2456416,-14.122711
-452.3575,82.67582,-27.413776,44.558643,16.020184,-3.0466332,0.62562704,-0.33759275,-41.412884,17.495613,-29.306826,1.5088874,1.045933,-21.801258,-6.5276456,9.9037485,-18.58794,-8.125438,-3.1706214,-6.68454,-6.96605,2.479789,-4.9065666,-10.224744
-465.56296,116.641624,-65.08498,46.26605,20.678118,-15.086956,10.134693,-4.930444,-15.79237,16.032784,-8.174927,-3.1087828,-1.6980135,-19.731726,-12.342468,-7.828594,-15.757247,-14.55231,-5.481025,-2.7725222,-8.836367,15.681561,-15.184204,-2.959569
-598.84204,125.86829,4.1775966,44.939846,-13.509197,29.974287,-17.541655,12.717084,-10.571212,24.399315,-8.193024,10.169033,-7.6126404,4.937622,11.091205,3.3915277,-5.5651217,5.660667,-2.5647233,0.06347239,-1.1201864,-3.3632479,-1.1266538,2.1913285
